Sample_name,Label,Hash,nReads
MFU-KAT-B25-d1-1_S88,MFU,c9c48b5f462ccce8114d54f0d51233f0c269c725,164
MFU-KAT-B26-d1-1_S89,MFU,c9c48b5f462ccce8114d54f0d51233f0c269c725,186
MFU-OCNMS-2022-15-d10-1_S31,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,188
MFU-OCNMS-2022-12-d10-1_S28,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,116
MFU-OCNMS-2022-8-d10-1_S24,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,30
MFU-OCNMS-2022-21-d10-1_S37,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,101
MFU-OCNMS-2022-17-d10-1_S33,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,353
MFU-OCNMS-2022-6-d1-1_S22,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,95
MFU-OCNMS-2022-19-d10-1_S35,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,273
MFU-OCNMS-2022-23-d10-1_S39,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,85
MFU-OCNMS-2022-20-d10-1_S36,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,113
MFU-OCNMS-2022-9-d10-1_S25,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,37
MFU-OCNMS-2022-18-d10-1_S34,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,229
MFU-OCNMS-2022-16-d1-1_S32,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,230
MFU-OCNMS-2022-14-d10-1_S30,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,249
MFU-OCNMS-2022-22-d10-1_S38,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,124
MFU-OCNMS-2022-11-d10-1_S27,MFU,f58165a03d83170c45f1abbea86a652f8ba78a84,20
MFU-OCNMS-2022-11-d10-1_S27,MFU,eb1ac15ac295c07215c3ffe956cdeb44b7c55905,122
MFU-OCNMS-2022-9-d10-1_S25,MFU,820e6701db73e94e407ee9cd282a4881d0fd058b,221
MFU-OCNMS-2022-17-d10-1_S33,MFU,820e6701db73e94e407ee9cd282a4881d0fd058b,119
MFU-mock1-even-d1-1_S41,MFU,d3958c2683bfcc60fdfbf2b7c0626c0a888cd71e,3
MFU-CPS-mock4-skew-d1-2_S131,MFU,aadf4002ce87df70f0b9eb9e0e6e0dc120f36e3c,6
MFU-CPS-mock4-skew-d1-1_S130,MFU,aadf4002ce87df70f0b9eb9e0e6e0dc120f36e3c,12
MFU-OCNMS-2022-12-d10-1_S28,MFU,059c327da4cdb05ea2f4aab27961710fbf9c2678,1309
MFU-mock1-even-d1-1_S41,MFU,8c809f31ba47cb763af8f107c98dbc223a74b669,3
MFU-CPS-mock4-even-d1-2_S128,MFU,c9b2ac58b69c44e7de8a3fddf1bec5f4d5c5500e,3
MFU-CPS-mock4-skew-d1-2_S131,MFU,c9b2ac58b69c44e7de8a3fddf1bec5f4d5c5500e,15
MFU-CPS-mock4-skew-d1-1_S130,MFU,c9b2ac58b69c44e7de8a3fddf1bec5f4d5c5500e,14
MFU-OCNMS-2022-16-d1-1_S32,MFU,ac877ce0b7c31d4700275e34f32213b021200d5a,139
MFU-OCNMS-2022-14-d10-1_S30,MFU,ac877ce0b7c31d4700275e34f32213b021200d5a,107
MFU-OCNMS-2022-22-d10-1_S38,MFU,ac877ce0b7c31d4700275e34f32213b021200d5a,143
MFU-OCNMS-2022-11-d10-1_S27,MFU,ac877ce0b7c31d4700275e34f32213b021200d5a,222
MFU-OCNMS-2022-4-d1-1_S20,MFU,f4a3e4f6ba8f38ce7b8345acdb55102103c8f010,47
MFU-mock1-even-d1-2_S42,MFU,63473f90db74e7f04895e6f63eeb65e33811e82f,5
MFU-CPS-mock4-skew-d1-2_S131,MFU,5c22cad2a6062dceb68168e9ed3f4e5728a2b115,8
MFU-CPS-mock4-skew-d1-1_S130,MFU,dbfacf0f4fc32d62e26b7e955224c475b3a0a176,8
MFU-CPS-mock4-skew-d1-2_S131,MFU,8e4830787ea0cd106c5235c7b24548f55bfa3bdd,25
MFU-CPS-mock4-skew-d1-1_S130,MFU,8e4830787ea0cd106c5235c7b24548f55bfa3bdd,32
MFU-CPS-mock4-skew-d1-1_S130,MFU,8c9c73613ed377f0a78d21e6a246036d53af0399,23
MFU-CPS-mock4-skew-d1-3_S132,MFU,8c9c73613ed377f0a78d21e6a246036d53af0399,10
MFU-CPS-mock4-skew-d1-2_S131,MFU,8c9c73613ed377f0a78d21e6a246036d53af0399,23
MFU-CPS-mock4-even-d1-3_S129,MFU,8c9c73613ed377f0a78d21e6a246036d53af0399,4
MFU-OCNMS-2022-14-d10-1_S30,MFU,14c64a261a2c85467c78121198a9029fc11c1594,107
