Sample_name,Label,Hash,nReads
MFU-52193-884-d10-1_S86,MFU,545dca20b64964479f36078163893d7910bc955e,1719
MFU-52193-1499-d1-1_S62,MFU,11e431e3ba875020faf205898f37fba8c4ea0f9d,336
MFU-52193-692-d10-1_S80,MFU,6b62915cfb15c90cae56f9c237cfea934093228a,3093
MFU-52193-504-d1-1_S50,MFU,6b62915cfb15c90cae56f9c237cfea934093228a,965
MFU-52193-932-d10-1_S82,MFU,c1ea4272d0b9b6dec3acd6281ea2bfdb1447c582,12
MFU-52193-1421-d1-1_S60,MFU,f981539e185924d7feebc8d4fc736292b202bfe0,304
MFU-52193-776-d10-1_S91,MFU,7d63fc57ea58bc411ae50793c4c404a33d1b1a1d,234
MFU-52193-884-d10-1_S86,MFU,900d8feab9eca61610f6ebf697da99aa39b10661,117
MFU-52193-1265-d1-1_S10,MFU,7411ea142b72870da3fe88789f39f89f7b84ad13,5
MFU-52193-1808-d1-1_S8,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,56
MFU-52193-880-d1-1_S54,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,36
MFU-52193-110-d1-1_S40,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,46
MFU-52193-154-d1-1_S59,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,41
MFU-52193-108-d1-1_S34,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,63
MFU-52193-1451-d1-1_S25,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,19
MFU-52193-1637-d1-1_S19,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,20
MFU-52193-574-d1-1_S39,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,32
MFU-52193-1625-d1-1_S11,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,33
MFU-52193-194-d1-1_S51,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,17
MFU-52193-348-d1-1_S35,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,82
MFU-52193-531-d1-1_S4,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,24
MFU-52193-558-d1-1_S22,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,61
MFU-52193-447-d10-1_S87,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,18
MFU-52193-445-d1-1_S55,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,61
MFU-52193-253-d1-1_S14,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,28
MFU-52193-76-d1-1_S33,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,66
MFU-52193-805-d5-1_S41,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,32
MFU-52193-1553-d1-1_S43,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,99
MFU-52193-419-d1-1_S61,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,134
MFU-52193-32-d1-1_S1,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,87
MFU-52193-1336-d1-1_S38,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,41
MFU-52193-1798-d1-1_S9,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,42
MFU-52193-1551-d1-1_S7,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,33
MFU-52193-981-d1-1_S58,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,13
MFU-52193-504-d1-1_S50,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,49
MFU-52193-1639-d1-1_S49,MFU,a6da7d1cc568bf1f2e667616e9d87b3207e64f77,10
MFU-52193-194-d1-1_S51,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,42
MFU-52193-805-d5-1_S41,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,76
MFU-52193-864-d1-1_S5,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,30
MFU-52193-1336-d1-1_S38,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,91
MFU-52193-148-d1-1_S18,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,15
MFU-52193-531-d1-1_S4,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,45
MFU-52193-1637-d1-1_S19,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,69
MFU-52193-1451-d1-1_S25,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,60
MFU-52193-427-d10-1_S67,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,32
MFU-52193-1798-d1-1_S9,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,56
MFU-52193-1808-d1-1_S8,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,97
MFU-52193-32-d1-1_S1,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,184
MFU-52193-447-d10-1_S87,MFU,c48a75c0d98a466e8bf98bed470107e0b231965c,30
