"","Primer","Project","tubeID","Dilution","Rep","BestTaxon","nReads","station","lat","lon","depth","depth_cat","wash_idx"
"1","MFU","52193","1000","d5","1","Agonopsis vulsa",0,"60-2",44.23054833,-124.5392983,0,0,0
"2","MFU","52193","1000","d5","1","Allosmerus elongatus",135,"60-2",44.23054833,-124.5392983,0,0,0
"3","MFU","52193","1000","d5","1","Alosa",50,"60-2",44.23054833,-124.5392983,0,0,0
"4","MFU","52193","1000","d5","1","Alosa alabamae",0,"60-2",44.23054833,-124.5392983,0,0,0
"5","MFU","52193","1000","d5","1","Ammodytidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"6","MFU","52193","1000","d5","1","Anarrhichthys ocellatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"7","MFU","52193","1000","d5","1","Anoplarchus",0,"60-2",44.23054833,-124.5392983,0,0,0
"8","MFU","52193","1000","d5","1","Anoplopoma fimbria",0,"60-2",44.23054833,-124.5392983,0,0,0
"9","MFU","52193","1000","d5","1","Apristurus brunneus",0,"60-2",44.23054833,-124.5392983,0,0,0
"10","MFU","52193","1000","d5","1","Arctozenus risso",0,"60-2",44.23054833,-124.5392983,0,0,0
"11","MFU","52193","1000","d5","1","Ariosoma balearicum",0,"60-2",44.23054833,-124.5392983,0,0,0
"12","MFU","52193","1000","d5","1","Artedius",0,"60-2",44.23054833,-124.5392983,0,0,0
"13","MFU","52193","1000","d5","1","Artedius corallinus",0,"60-2",44.23054833,-124.5392983,0,0,0
"14","MFU","52193","1000","d5","1","Artedius fenestralis",0,"60-2",44.23054833,-124.5392983,0,0,0
"15","MFU","52193","1000","d5","1","Artedius harringtoni",0,"60-2",44.23054833,-124.5392983,0,0,0
"16","MFU","52193","1000","d5","1","Artedius lateralis",0,"60-2",44.23054833,-124.5392983,0,0,0
"17","MFU","52193","1000","d5","1","Artiodactyla",0,"60-2",44.23054833,-124.5392983,0,0,0
"18","MFU","52193","1000","d5","1","Ascelichthys rhodorus",0,"60-2",44.23054833,-124.5392983,0,0,0
"19","MFU","52193","1000","d5","1","Astronesthes",0,"60-2",44.23054833,-124.5392983,0,0,0
"20","MFU","52193","1000","d5","1","Atherinopsis californiensis",0,"60-2",44.23054833,-124.5392983,0,0,0
"21","MFU","52193","1000","d5","1","Balaena",0,"60-2",44.23054833,-124.5392983,0,0,0
"22","MFU","52193","1000","d5","1","Balaena mysticetus",0,"60-2",44.23054833,-124.5392983,0,0,0
"23","MFU","52193","1000","d5","1","Balaenoptera",0,"60-2",44.23054833,-124.5392983,0,0,0
"24","MFU","52193","1000","d5","1","Balaenoptera acutorostrata",0,"60-2",44.23054833,-124.5392983,0,0,0
"25","MFU","52193","1000","d5","1","Balaenoptera musculus",0,"60-2",44.23054833,-124.5392983,0,0,0
"26","MFU","52193","1000","d5","1","Balaenoptera physalus",0,"60-2",44.23054833,-124.5392983,0,0,0
"27","MFU","52193","1000","d5","1","Bathyagonus pentacanthus",0,"60-2",44.23054833,-124.5392983,0,0,0
"28","MFU","52193","1000","d5","1","Bathylagidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"29","MFU","52193","1000","d5","1","Bathylagoides wesethi",0,"60-2",44.23054833,-124.5392983,0,0,0
"30","MFU","52193","1000","d5","1","Bathyraja spinicauda",0,"60-2",44.23054833,-124.5392983,0,0,0
"31","MFU","52193","1000","d5","1","Benthalbella dentata",0,"60-2",44.23054833,-124.5392983,0,0,0
"32","MFU","52193","1000","d5","1","Berardius bairdii",0,"60-2",44.23054833,-124.5392983,0,0,0
"33","MFU","52193","1000","d5","1","Beringraja",0,"60-2",44.23054833,-124.5392983,0,0,0
"34","MFU","52193","1000","d5","1","Beringraja binoculata",0,"60-2",44.23054833,-124.5392983,0,0,0
"35","MFU","52193","1000","d5","1","Beringraja inornata",0,"60-2",44.23054833,-124.5392983,0,0,0
"36","MFU","52193","1000","d5","1","Bos taurus",0,"60-2",44.23054833,-124.5392983,0,0,0
"37","MFU","52193","1000","d5","1","Canis",0,"60-2",44.23054833,-124.5392983,0,0,0
"38","MFU","52193","1000","d5","1","Canis lupus",0,"60-2",44.23054833,-124.5392983,0,0,0
"39","MFU","52193","1000","d5","1","Careproctus melanurus",0,"60-2",44.23054833,-124.5392983,0,0,0
"40","MFU","52193","1000","d5","1","Cataetyx rubrirostris",0,"60-2",44.23054833,-124.5392983,0,0,0
"41","MFU","52193","1000","d5","1","Ceramaster",0,"60-2",44.23054833,-124.5392983,0,0,0
"42","MFU","52193","1000","d5","1","Ceratoscopelus",0,"60-2",44.23054833,-124.5392983,0,0,0
"43","MFU","52193","1000","d5","1","Chauliodus macouni",0,"60-2",44.23054833,-124.5392983,0,0,0
"44","MFU","52193","1000","d5","1","Chilara taylori",0,"60-2",44.23054833,-124.5392983,0,0,0
"45","MFU","52193","1000","d5","1","Citharichthys",0,"60-2",44.23054833,-124.5392983,0,0,0
"46","MFU","52193","1000","d5","1","Citharichthys sordidus",51832,"60-2",44.23054833,-124.5392983,0,0,0
"47","MFU","52193","1000","d5","1","Citharichthys stigmaeus",46,"60-2",44.23054833,-124.5392983,0,0,0
"48","MFU","52193","1000","d5","1","Clupea pallasii",56,"60-2",44.23054833,-124.5392983,0,0,0
"49","MFU","52193","1000","d5","1","Cololabis saira",0,"60-2",44.23054833,-124.5392983,0,0,0
"50","MFU","52193","1000","d5","1","Cottidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"51","MFU","52193","1000","d5","1","Cryptacanthodes aleutensis",0,"60-2",44.23054833,-124.5392983,0,0,0
"52","MFU","52193","1000","d5","1","Cryptacanthodes giganteus",0,"60-2",44.23054833,-124.5392983,0,0,0
"53","MFU","52193","1000","d5","1","Cyclothone",0,"60-2",44.23054833,-124.5392983,0,0,0
"54","MFU","52193","1000","d5","1","Cyclothone acclinidens",0,"60-2",44.23054833,-124.5392983,0,0,0
"55","MFU","52193","1000","d5","1","Cyclothone atraria",0,"60-2",44.23054833,-124.5392983,0,0,0
"56","MFU","52193","1000","d5","1","Cyclothone pseudopallida",0,"60-2",44.23054833,-124.5392983,0,0,0
"57","MFU","52193","1000","d5","1","Cyclothone signata",0,"60-2",44.23054833,-124.5392983,0,0,0
"58","MFU","52193","1000","d5","1","Danaphos oculatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"59","MFU","52193","1000","d5","1","Dasyscopelus obtusirostris",0,"60-2",44.23054833,-124.5392983,0,0,0
"60","MFU","52193","1000","d5","1","Delphinidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"61","MFU","52193","1000","d5","1","Delphinus",0,"60-2",44.23054833,-124.5392983,0,0,0
"62","MFU","52193","1000","d5","1","Dermasterias imbricata",0,"60-2",44.23054833,-124.5392983,0,0,0
"63","MFU","52193","1000","d5","1","Diaphus",0,"60-2",44.23054833,-124.5392983,0,0,0
"64","MFU","52193","1000","d5","1","Diaphus dumerilii",0,"60-2",44.23054833,-124.5392983,0,0,0
"65","MFU","52193","1000","d5","1","Diaphus theta",0,"60-2",44.23054833,-124.5392983,0,0,0
"66","MFU","52193","1000","d5","1","Diprotodontia",0,"60-2",44.23054833,-124.5392983,0,0,0
"67","MFU","52193","1000","d5","1","Engraulis mordax",920,"60-2",44.23054833,-124.5392983,0,0,0
"68","MFU","52193","1000","d5","1","Eopsetta jordani",0,"60-2",44.23054833,-124.5392983,0,0,0
"69","MFU","52193","1000","d5","1","Eschrichtius robustus",0,"60-2",44.23054833,-124.5392983,0,0,0
"70","MFU","52193","1000","d5","1","Eumetopias jubatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"71","MFU","52193","1000","d5","1","Exocoetidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"72","MFU","52193","1000","d5","1","Gadidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"73","MFU","52193","1000","d5","1","Gadus",0,"60-2",44.23054833,-124.5392983,0,0,0
"74","MFU","52193","1000","d5","1","Gadus chalcogrammus",0,"60-2",44.23054833,-124.5392983,0,0,0
"75","MFU","52193","1000","d5","1","Gadus macrocephalus",0,"60-2",44.23054833,-124.5392983,0,0,0
"76","MFU","52193","1000","d5","1","Galeorhinus galeus",0,"60-2",44.23054833,-124.5392983,0,0,0
"77","MFU","52193","1000","d5","1","Gallus",0,"60-2",44.23054833,-124.5392983,0,0,0
"78","MFU","52193","1000","d5","1","Gasterosteus",0,"60-2",44.23054833,-124.5392983,0,0,0
"79","MFU","52193","1000","d5","1","Gibbonsia montereyensis",0,"60-2",44.23054833,-124.5392983,0,0,0
"80","MFU","52193","1000","d5","1","Gilbertaster anacanthus",0,"60-2",44.23054833,-124.5392983,0,0,0
"81","MFU","52193","1000","d5","1","Glyptocephalus zachirus",0,"60-2",44.23054833,-124.5392983,0,0,0
"82","MFU","52193","1000","d5","1","Gobiesox maeandricus",0,"60-2",44.23054833,-124.5392983,0,0,0
"83","MFU","52193","1000","d5","1","Grampus griseus",0,"60-2",44.23054833,-124.5392983,0,0,0
"84","MFU","52193","1000","d5","1","Hemilepidotus",0,"60-2",44.23054833,-124.5392983,0,0,0
"85","MFU","52193","1000","d5","1","Hemiramphidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"86","MFU","52193","1000","d5","1","Hemiramphus",0,"60-2",44.23054833,-124.5392983,0,0,0
"87","MFU","52193","1000","d5","1","Hemiramphus far",0,"60-2",44.23054833,-124.5392983,0,0,0
"88","MFU","52193","1000","d5","1","Heteropriacanthus cruentatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"89","MFU","52193","1000","d5","1","Hexagrammos decagrammus",0,"60-2",44.23054833,-124.5392983,0,0,0
"90","MFU","52193","1000","d5","1","Hippoglossus stenolepis",0,"60-2",44.23054833,-124.5392983,0,0,0
"91","MFU","52193","1000","d5","1","Holtbyrnia latifrons",0,"60-2",44.23054833,-124.5392983,0,0,0
"92","MFU","52193","1000","d5","1","Homo sapiens",0,"60-2",44.23054833,-124.5392983,0,0,0
"93","MFU","52193","1000","d5","1","Hydrolagus colliei",0,"60-2",44.23054833,-124.5392983,0,0,0
"94","MFU","52193","1000","d5","1","Hypomesus",0,"60-2",44.23054833,-124.5392983,0,0,0
"95","MFU","52193","1000","d5","1","Icichthys lockingtoni",0,"60-2",44.23054833,-124.5392983,0,0,0
"96","MFU","52193","1000","d5","1","Icosteus aenigmaticus",0,"60-2",44.23054833,-124.5392983,0,0,0
"97","MFU","52193","1000","d5","1","Idiacanthus antrostomus",0,"60-2",44.23054833,-124.5392983,0,0,0
"98","MFU","52193","1000","d5","1","Jordania zonope",0,"60-2",44.23054833,-124.5392983,0,0,0
"99","MFU","52193","1000","d5","1","Kogia sima",0,"60-2",44.23054833,-124.5392983,0,0,0
"100","MFU","52193","1000","d5","1","Lagenorhynchus",0,"60-2",44.23054833,-124.5392983,0,0,0
"101","MFU","52193","1000","d5","1","Lagenorhynchus obliquidens",0,"60-2",44.23054833,-124.5392983,0,0,0
"102","MFU","52193","1000","d5","1","Lampadena urophaos",0,"60-2",44.23054833,-124.5392983,0,0,0
"103","MFU","52193","1000","d5","1","Lampanyctus tenuiformis",0,"60-2",44.23054833,-124.5392983,0,0,0
"104","MFU","52193","1000","d5","1","Lepidopsetta",0,"60-2",44.23054833,-124.5392983,0,0,0
"105","MFU","52193","1000","d5","1","Leptocottus armatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"106","MFU","52193","1000","d5","1","Leuroglossus stilbius",0,"60-2",44.23054833,-124.5392983,0,0,0
"107","MFU","52193","1000","d5","1","Liparis fucensis",0,"60-2",44.23054833,-124.5392983,0,0,0
"108","MFU","52193","1000","d5","1","Liparis mucosus",0,"60-2",44.23054833,-124.5392983,0,0,0
"109","MFU","52193","1000","d5","1","Liparis pulchellus",0,"60-2",44.23054833,-124.5392983,0,0,0
"110","MFU","52193","1000","d5","1","Lipolagus ochotensis",0,"60-2",44.23054833,-124.5392983,0,0,0
"111","MFU","52193","1000","d5","1","Lumpenus sagitta",0,"60-2",44.23054833,-124.5392983,0,0,0
"112","MFU","52193","1000","d5","1","Lycenchelys",0,"60-2",44.23054833,-124.5392983,0,0,0
"113","MFU","52193","1000","d5","1","Lycodapus",0,"60-2",44.23054833,-124.5392983,0,0,0
"114","MFU","52193","1000","d5","1","Lycodapus mandibularis",0,"60-2",44.23054833,-124.5392983,0,0,0
"115","MFU","52193","1000","d5","1","Lycodapus parviceps",0,"60-2",44.23054833,-124.5392983,0,0,0
"116","MFU","52193","1000","d5","1","Lycodes",0,"60-2",44.23054833,-124.5392983,0,0,0
"117","MFU","52193","1000","d5","1","Lycodes cortezianus",0,"60-2",44.23054833,-124.5392983,0,0,0
"118","MFU","52193","1000","d5","1","Lycodes diapterus",0,"60-2",44.23054833,-124.5392983,0,0,0
"119","MFU","52193","1000","d5","1","Lyopsetta exilis",0,"60-2",44.23054833,-124.5392983,0,0,0
"120","MFU","52193","1000","d5","1","Macropodidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"121","MFU","52193","1000","d5","1","Macropus fuliginosus",0,"60-2",44.23054833,-124.5392983,0,0,0
"122","MFU","52193","1000","d5","1","Macropus giganteus",0,"60-2",44.23054833,-124.5392983,0,0,0
"123","MFU","52193","1000","d5","1","Magnisudis atlantica",0,"60-2",44.23054833,-124.5392983,0,0,0
"124","MFU","52193","1000","d5","1","Mallotus villosus",0,"60-2",44.23054833,-124.5392983,0,0,0
"125","MFU","52193","1000","d5","1","Megaptera novaeangliae",0,"60-2",44.23054833,-124.5392983,0,0,0
"126","MFU","52193","1000","d5","1","Melamphaes lugubris",0,"60-2",44.23054833,-124.5392983,0,0,0
"127","MFU","52193","1000","d5","1","Melanostigma pammelas",0,"60-2",44.23054833,-124.5392983,0,0,0
"128","MFU","52193","1000","d5","1","Merluccius productus",0,"60-2",44.23054833,-124.5392983,0,0,0
"129","MFU","52193","1000","d5","1","Merluccius angustimanus",0,"60-2",44.23054833,-124.5392983,0,0,0
"130","MFU","52193","1000","d5","1","Merluccius productus",0,"60-2",44.23054833,-124.5392983,0,0,0
"131","MFU","52193","1000","d5","1","Microgadus proximus",0,"60-2",44.23054833,-124.5392983,0,0,0
"132","MFU","52193","1000","d5","1","Microstomus pacificus",0,"60-2",44.23054833,-124.5392983,0,0,0
"133","MFU","52193","1000","d5","1","Mirounga angustirostris",0,"60-2",44.23054833,-124.5392983,0,0,0
"134","MFU","52193","1000","d5","1","Mola",0,"60-2",44.23054833,-124.5392983,0,0,0
"135","MFU","52193","1000","d5","1","Mola tecta",0,"60-2",44.23054833,-124.5392983,0,0,0
"136","MFU","52193","1000","d5","1","Mulloidichthys",0,"60-2",44.23054833,-124.5392983,0,0,0
"137","MFU","52193","1000","d5","1","Myctophidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"138","MFU","52193","1000","d5","1","Nannobrachium",0,"60-2",44.23054833,-124.5392983,0,0,0
"139","MFU","52193","1000","d5","1","Nannobrachium fernae",0,"60-2",44.23054833,-124.5392983,0,0,0
"140","MFU","52193","1000","d5","1","Nannobrachium regale",0,"60-2",44.23054833,-124.5392983,0,0,0
"141","MFU","52193","1000","d5","1","Nansenia",0,"60-2",44.23054833,-124.5392983,0,0,0
"142","MFU","52193","1000","d5","1","Nansenia candida",0,"60-2",44.23054833,-124.5392983,0,0,0
"143","MFU","52193","1000","d5","1","Odontaster",0,"60-2",44.23054833,-124.5392983,0,0,0
"144","MFU","52193","1000","d5","1","Oncorhynchus",0,"60-2",44.23054833,-124.5392983,0,0,0
"145","MFU","52193","1000","d5","1","Oncorhynchus gorbuscha",0,"60-2",44.23054833,-124.5392983,0,0,0
"146","MFU","52193","1000","d5","1","Oncorhynchus keta",0,"60-2",44.23054833,-124.5392983,0,0,0
"147","MFU","52193","1000","d5","1","Oncorhynchus kisutch",0,"60-2",44.23054833,-124.5392983,0,0,0
"148","MFU","52193","1000","d5","1","Oncorhynchus tshawytscha",0,"60-2",44.23054833,-124.5392983,0,0,0
"149","MFU","52193","1000","d5","1","Ophiodon elongatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"150","MFU","52193","1000","d5","1","Opostomias mitsuii",0,"60-2",44.23054833,-124.5392983,0,0,0
"151","MFU","52193","1000","d5","1","Orcinus orca",0,"60-2",44.23054833,-124.5392983,0,0,0
"152","MFU","52193","1000","d5","1","Orthonopias triacis",0,"60-2",44.23054833,-124.5392983,0,0,0
"153","MFU","52193","1000","d5","1","Osphranter",0,"60-2",44.23054833,-124.5392983,0,0,0
"154","MFU","52193","1000","d5","1","Osphranter robustus",0,"60-2",44.23054833,-124.5392983,0,0,0
"155","MFU","52193","1000","d5","1","Osphranter rufus",0,"60-2",44.23054833,-124.5392983,0,0,0
"156","MFU","52193","1000","d5","1","Oxylebius pictus",0,"60-2",44.23054833,-124.5392983,0,0,0
"157","MFU","52193","1000","d5","1","Paralepididae",0,"60-2",44.23054833,-124.5392983,0,0,0
"158","MFU","52193","1000","d5","1","Parvilux ingens",0,"60-2",44.23054833,-124.5392983,0,0,0
"159","MFU","52193","1000","d5","1","Patiria miniata",0,"60-2",44.23054833,-124.5392983,0,0,0
"160","MFU","52193","1000","d5","1","Peprilus",0,"60-2",44.23054833,-124.5392983,0,0,0
"161","MFU","52193","1000","d5","1","Phalacrocorax pelagicus",0,"60-2",44.23054833,-124.5392983,0,0,0
"162","MFU","52193","1000","d5","1","Phoca vitulina",0,"60-2",44.23054833,-124.5392983,0,0,0
"163","MFU","52193","1000","d5","1","Phocoena",0,"60-2",44.23054833,-124.5392983,0,0,0
"164","MFU","52193","1000","d5","1","Phocoena phocoena",0,"60-2",44.23054833,-124.5392983,0,0,0
"165","MFU","52193","1000","d5","1","Phocoenoides dalli",0,"60-2",44.23054833,-124.5392983,0,0,0
"166","MFU","52193","1000","d5","1","Pholidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"167","MFU","52193","1000","d5","1","Pholis laeta",0,"60-2",44.23054833,-124.5392983,0,0,0
"168","MFU","52193","1000","d5","1","Pholis ornata",0,"60-2",44.23054833,-124.5392983,0,0,0
"169","MFU","52193","1000","d5","1","Physeter catodon",0,"60-2",44.23054833,-124.5392983,0,0,0
"170","MFU","52193","1000","d5","1","Pisaster ochraceus",0,"60-2",44.23054833,-124.5392983,0,0,0
"171","MFU","52193","1000","d5","1","Plectobranchus evides",0,"60-2",44.23054833,-124.5392983,0,0,0
"172","MFU","52193","1000","d5","1","Pleuronectidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"173","MFU","52193","1000","d5","1","Pleuronichthys coenosus",0,"60-2",44.23054833,-124.5392983,0,0,0
"174","MFU","52193","1000","d5","1","Pleuronichthys decurrens",0,"60-2",44.23054833,-124.5392983,0,0,0
"175","MFU","52193","1000","d5","1","Prionace glauca",0,"60-2",44.23054833,-124.5392983,0,0,0
"176","MFU","52193","1000","d5","1","Protomyctophum",0,"60-2",44.23054833,-124.5392983,0,0,0
"177","MFU","52193","1000","d5","1","Protomyctophum crockeri",0,"60-2",44.23054833,-124.5392983,0,0,0
"178","MFU","52193","1000","d5","1","Protomyctophum thompsoni",0,"60-2",44.23054833,-124.5392983,0,0,0
"179","MFU","52193","1000","d5","1","Pseudobathylagus milleri",0,"60-2",44.23054833,-124.5392983,0,0,0
"180","MFU","52193","1000","d5","1","Radulinus asprellus",0,"60-2",44.23054833,-124.5392983,0,0,0
"181","MFU","52193","1000","d5","1","Rathbunella hypoplecta",0,"60-2",44.23054833,-124.5392983,0,0,0
"182","MFU","52193","1000","d5","1","Ronquilus jordani",0,"60-2",44.23054833,-124.5392983,0,0,0
"183","MFU","52193","1000","d5","1","Ruscarius",0,"60-2",44.23054833,-124.5392983,0,0,0
"184","MFU","52193","1000","d5","1","Sagamichthys abei",0,"60-2",44.23054833,-124.5392983,0,0,0
"185","MFU","52193","1000","d5","1","Sardinops sagax",121,"60-2",44.23054833,-124.5392983,0,0,0
"186","MFU","52193","1000","d5","1","Scomber japonicus",0,"60-2",44.23054833,-124.5392983,0,0,0
"187","MFU","52193","1000","d5","1","Scopelosaurus harryi",0,"60-2",44.23054833,-124.5392983,0,0,0
"188","MFU","52193","1000","d5","1","Scorpaenichthys marmoratus",0,"60-2",44.23054833,-124.5392983,0,0,0
"189","MFU","52193","1000","d5","1","Sebastes",0,"60-2",44.23054833,-124.5392983,0,0,0
"190","MFU","52193","1000","d5","1","Sebastes entomelas",0,"60-2",44.23054833,-124.5392983,0,0,0
"191","MFU","52193","1000","d5","1","Sebastes mystinus",0,"60-2",44.23054833,-124.5392983,0,0,0
"192","MFU","52193","1000","d5","1","Sebastes paucispinis",0,"60-2",44.23054833,-124.5392983,0,0,0
"193","MFU","52193","1000","d5","1","Sebastidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"194","MFU","52193","1000","d5","1","Serrivomer",0,"60-2",44.23054833,-124.5392983,0,0,0
"195","MFU","52193","1000","d5","1","Sparisoma",0,"60-2",44.23054833,-124.5392983,0,0,0
"196","MFU","52193","1000","d5","1","Spirinchus starksi",0,"60-2",44.23054833,-124.5392983,0,0,0
"197","MFU","52193","1000","d5","1","Squalus",0,"60-2",44.23054833,-124.5392983,0,0,0
"198","MFU","52193","1000","d5","1","Stenella coeruleoalba",0,"60-2",44.23054833,-124.5392983,0,0,0
"199","MFU","52193","1000","d5","1","Stenobrachius leucopsarus",0,"60-2",44.23054833,-124.5392983,0,0,0
"200","MFU","52193","1000","d5","1","Stenobrachius leucopsarus",0,"60-2",44.23054833,-124.5392983,0,0,0
"201","MFU","52193","1000","d5","1","Stenobrachius nannochir",0,"60-2",44.23054833,-124.5392983,0,0,0
"202","MFU","52193","1000","d5","1","Sternoptyx",0,"60-2",44.23054833,-124.5392983,0,0,0
"203","MFU","52193","1000","d5","1","Sternoptyx pseudobscura",0,"60-2",44.23054833,-124.5392983,0,0,0
"204","MFU","52193","1000","d5","1","Sternoptyx pseudodiaphana",0,"60-2",44.23054833,-124.5392983,0,0,0
"205","MFU","52193","1000","d5","1","Sus scrofa",0,"60-2",44.23054833,-124.5392983,0,0,0
"206","MFU","52193","1000","d5","1","Symbolophorus californiensis",0,"60-2",44.23054833,-124.5392983,0,0,0
"207","MFU","52193","1000","d5","1","Tactostoma macropus",12,"60-2",44.23054833,-124.5392983,0,0,0
"208","MFU","52193","1000","d5","1","Tarletonbeania crenularis",0,"60-2",44.23054833,-124.5392983,0,0,0
"209","MFU","52193","1000","d5","1","Tarletonbeania crenularis",99204,"60-2",44.23054833,-124.5392983,0,0,0
"210","MFU","52193","1000","d5","1","Thaleichthys pacificus",0,"60-2",44.23054833,-124.5392983,0,0,0
"211","MFU","52193","1000","d5","1","Thunnus",0,"60-2",44.23054833,-124.5392983,0,0,0
"212","MFU","52193","1000","d5","1","Thunnus orientalis",0,"60-2",44.23054833,-124.5392983,0,0,0
"213","MFU","52193","1000","d5","1","Trachipterus",0,"60-2",44.23054833,-124.5392983,0,0,0
"214","MFU","52193","1000","d5","1","Trachipterus altivelis",0,"60-2",44.23054833,-124.5392983,0,0,0
"215","MFU","52193","1000","d5","1","Trachurus symmetricus",0,"60-2",44.23054833,-124.5392983,0,0,0
"216","MFU","52193","1000","d5","1","Trachurus symmetricus",219,"60-2",44.23054833,-124.5392983,0,0,0
"217","MFU","52193","1000","d5","1","Tursiops truncatus",0,"60-2",44.23054833,-124.5392983,0,0,0
"218","MFU","52193","1000","d5","1","Uria",0,"60-2",44.23054833,-124.5392983,0,0,0
"219","MFU","52193","1000","d5","1","Vinciguerria nimbaria",0,"60-2",44.23054833,-124.5392983,0,0,0
"220","MFU","52193","1000","d5","1","Xiphister",0,"60-2",44.23054833,-124.5392983,0,0,0
"221","MFU","52193","1000","d5","1","Ziphius cavirostris",0,"60-2",44.23054833,-124.5392983,0,0,0
"222","MFU","52193","1000","d5","1","Zoarcidae",0,"60-2",44.23054833,-124.5392983,0,0,0
"223","MFU","52193","1007","d1","1","Agonopsis vulsa",0,"60-1",44.23212833,-124.247595,0,0,0
"224","MFU","52193","1007","d1","1","Allosmerus elongatus",0,"60-1",44.23212833,-124.247595,0,0,0
"225","MFU","52193","1007","d1","1","Alosa",0,"60-1",44.23212833,-124.247595,0,0,0
"226","MFU","52193","1007","d1","1","Alosa alabamae",0,"60-1",44.23212833,-124.247595,0,0,0
"227","MFU","52193","1007","d1","1","Ammodytidae",0,"60-1",44.23212833,-124.247595,0,0,0
"228","MFU","52193","1007","d1","1","Anarrhichthys ocellatus",0,"60-1",44.23212833,-124.247595,0,0,0
"229","MFU","52193","1007","d1","1","Anoplarchus",0,"60-1",44.23212833,-124.247595,0,0,0
"230","MFU","52193","1007","d1","1","Anoplopoma fimbria",0,"60-1",44.23212833,-124.247595,0,0,0
"231","MFU","52193","1007","d1","1","Apristurus brunneus",0,"60-1",44.23212833,-124.247595,0,0,0
"232","MFU","52193","1007","d1","1","Arctozenus risso",0,"60-1",44.23212833,-124.247595,0,0,0
"233","MFU","52193","1007","d1","1","Ariosoma balearicum",0,"60-1",44.23212833,-124.247595,0,0,0
"234","MFU","52193","1007","d1","1","Artedius",0,"60-1",44.23212833,-124.247595,0,0,0
"235","MFU","52193","1007","d1","1","Artedius corallinus",0,"60-1",44.23212833,-124.247595,0,0,0
"236","MFU","52193","1007","d1","1","Artedius fenestralis",0,"60-1",44.23212833,-124.247595,0,0,0
"237","MFU","52193","1007","d1","1","Artedius harringtoni",0,"60-1",44.23212833,-124.247595,0,0,0
"238","MFU","52193","1007","d1","1","Artedius lateralis",0,"60-1",44.23212833,-124.247595,0,0,0
"239","MFU","52193","1007","d1","1","Artiodactyla",0,"60-1",44.23212833,-124.247595,0,0,0
"240","MFU","52193","1007","d1","1","Ascelichthys rhodorus",0,"60-1",44.23212833,-124.247595,0,0,0
"241","MFU","52193","1007","d1","1","Astronesthes",0,"60-1",44.23212833,-124.247595,0,0,0
"242","MFU","52193","1007","d1","1","Atherinopsis californiensis",0,"60-1",44.23212833,-124.247595,0,0,0
"243","MFU","52193","1007","d1","1","Balaena",0,"60-1",44.23212833,-124.247595,0,0,0
"244","MFU","52193","1007","d1","1","Balaena mysticetus",0,"60-1",44.23212833,-124.247595,0,0,0
"245","MFU","52193","1007","d1","1","Balaenoptera",0,"60-1",44.23212833,-124.247595,0,0,0
"246","MFU","52193","1007","d1","1","Balaenoptera acutorostrata",0,"60-1",44.23212833,-124.247595,0,0,0
"247","MFU","52193","1007","d1","1","Balaenoptera musculus",0,"60-1",44.23212833,-124.247595,0,0,0
"248","MFU","52193","1007","d1","1","Balaenoptera physalus",0,"60-1",44.23212833,-124.247595,0,0,0
"249","MFU","52193","1007","d1","1","Bathyagonus pentacanthus",0,"60-1",44.23212833,-124.247595,0,0,0
"250","MFU","52193","1007","d1","1","Bathylagidae",0,"60-1",44.23212833,-124.247595,0,0,0
"251","MFU","52193","1007","d1","1","Bathylagoides wesethi",0,"60-1",44.23212833,-124.247595,0,0,0
"252","MFU","52193","1007","d1","1","Bathyraja spinicauda",0,"60-1",44.23212833,-124.247595,0,0,0
"253","MFU","52193","1007","d1","1","Benthalbella dentata",0,"60-1",44.23212833,-124.247595,0,0,0
"254","MFU","52193","1007","d1","1","Berardius bairdii",0,"60-1",44.23212833,-124.247595,0,0,0
"255","MFU","52193","1007","d1","1","Beringraja",0,"60-1",44.23212833,-124.247595,0,0,0
"256","MFU","52193","1007","d1","1","Beringraja binoculata",0,"60-1",44.23212833,-124.247595,0,0,0
"257","MFU","52193","1007","d1","1","Beringraja inornata",0,"60-1",44.23212833,-124.247595,0,0,0
"258","MFU","52193","1007","d1","1","Bos taurus",0,"60-1",44.23212833,-124.247595,0,0,0
"259","MFU","52193","1007","d1","1","Canis",0,"60-1",44.23212833,-124.247595,0,0,0
"260","MFU","52193","1007","d1","1","Canis lupus",0,"60-1",44.23212833,-124.247595,0,0,0
