V1,V2,V3
-123.28608305275,49.3833101529903,-94.0699996948242
-123.26936026936,49.3833101529903,22.0699996948242
-123.252637485971,49.3833101529903,289.619995117188
-123.235914702581,49.3833101529903,554.049987792969
-123.219191919192,49.3833101529903,800.690002441406
-123.202469135802,49.3833101529903,748.039978027344
-123.185746352413,49.3833101529903,852.296630859375
-123.169023569024,49.3833101529903,880.796630859375
-123.152300785634,49.3833101529903,749.456665039062
-123.135578002245,49.3833101529903,501.256622314453
-123.118855218855,49.3833101529903,234.516632080078
-123.102132435466,49.3833101529903,234.37663269043
-123.085409652076,49.3833101529903,595.806640625
-123.068686868687,49.3833101529903,891.406616210938
-123.051964085297,49.3833101529903,890.929870605469
-123.035241301908,49.3833101529903,425.469848632812
-123.018518518519,49.3833101529903,527.259826660156
-123.001795735129,49.3833101529903,309.849853515625
-122.98507295174,49.3833101529903,204.199859619141
-122.96835016835,49.3833101529903,631.409851074219
-122.951627384961,49.3833101529903,964.049865722656
-122.934904601571,49.3833101529903,1092.53979492188
-122.918181818182,49.3833101529903,920.177490234375
-122.901459034792,49.3833101529903,505.597503662109
-122.884736251403,49.3833101529903,115.357498168945
-122.868013468013,49.3833101529903,68.6275024414062
-122.851290684624,49.3833101529903,276.357513427734
-122.834567901235,49.3833101529903,910.597473144531
-122.817845117845,49.3833101529903,1006.34747314453
-122.801122334456,49.3833101529903,383.987487792969
-122.784399551066,49.3833101529903,164.813461303711
-122.767676767677,49.3833101529903,206.583465576172
-122.750953984287,49.3833101529903,420.033447265625
-122.734231200898,49.3833101529903,740.0634765625
-122.717508417508,49.3833101529903,813.643432617188
-122.700785634119,49.3833101529903,821.733459472656
-122.68406285073,49.3833101529903,975.613464355469
-122.66734006734,49.3833101529903,956.473449707031
-122.650617283951,49.3833101529903,478.440002441406
-122.633894500561,49.3833101529903,43.689998626709
-122.617171717172,49.3833101529903,33.6199989318848
