"Species","SampleName","Reads"
"Lagenorhynchus obliquidens","DL.52193.1525.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1528.d5.2",0
"Lagenorhynchus obliquidens","DL.52193.1542.d5.2",0
"Lagenorhynchus obliquidens","DL.52193.1547.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1561.d5.2",528
"Lagenorhynchus obliquidens","DL.52193.1571.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1583.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1585.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1595.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1598.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1607.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1621.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1633.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1647.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1653.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1662.d5.2",0
"Lagenorhynchus obliquidens","DL.52193.1664.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1690.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1704.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1716.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1721.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1733.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1755.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1757.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1767.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1769.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1779.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1782.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1792.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1794.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1804.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1806.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1816.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1834.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1840.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1843.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1843.d5.2",11044
"Lagenorhynchus obliquidens","DL.52193.1867.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1867.d5.2",0
"Lagenorhynchus obliquidens","DL.52193.1879.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1879.d5.2",0
"Lagenorhynchus obliquidens","DL.52193.1887.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1892.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1898.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1904.d1.2",0
"Lagenorhynchus obliquidens","DL.positive.control.d1.2",0
"Lagenorhynchus obliquidens","DL.52193.1403.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1409.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1423.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1436.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1445.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1447.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1457.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1470.d1.3",152
"Lagenorhynchus obliquidens","DL.52193.1472.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1482.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1485.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1495.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1510.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1517.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1519.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1525.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1525.d1.4",0
"Lagenorhynchus obliquidens","DL.52193.1525.d1.5",0
"Lagenorhynchus obliquidens","DL.52193.1528.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1530.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1542.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1542.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1547.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1561.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1571.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1583.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1585.d1.3",1411
"Lagenorhynchus obliquidens","DL.52193.1595.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1598.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1607.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1611.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1621.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1633.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1647.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1653.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1664.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1678.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1680.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1690.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1694.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1704.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1716.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1733.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1733.d1.4",0
"Lagenorhynchus obliquidens","DL.52193.1733.d1.5",0
"Lagenorhynchus obliquidens","DL.52193.1746.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1755.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1767.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1769.d1.3",751
"Lagenorhynchus obliquidens","DL.52193.1779.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1782.d1.3",31
"Lagenorhynchus obliquidens","DL.52193.1792.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1794.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1804.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1806.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1816.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1816.d1.4",0
"Lagenorhynchus obliquidens","DL.52193.1816.d1.5",0
"Lagenorhynchus obliquidens","DL.52193.1828.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1834.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1840.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1843.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1843.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1853.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1867.d1.3",117
"Lagenorhynchus obliquidens","DL.52193.1867.d5.3",349
"Lagenorhynchus obliquidens","DL.52193.1877.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1879.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1879.d5.3",0
"Lagenorhynchus obliquidens","DL.52193.1887.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1892.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1898.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1904.d1.3",0
"Lagenorhynchus obliquidens","DL.52193.1904.d1.4",0
"Lagenorhynchus obliquidens","DL.52193.1904.d1.5",0
"Lagenorhynchus obliquidens","DL.positive.control.d1.3",0
"Lissodelphis borealis","DL.52193.1395.d5.1",0
"Lissodelphis borealis","DL.52193.1403.d5.1",0
"Lissodelphis borealis","DL.52193.1409.d1.1",0
"Lissodelphis borealis","DL.52193.1423.d1.1",0
"Lissodelphis borealis","DL.52193.1433.d1.1",0
"Lissodelphis borealis","DL.52193.1436.d1.1",0
"Lissodelphis borealis","DL.52193.1445.d1.1",0
"Lissodelphis borealis","DL.52193.1447.d5.1",0
"Lissodelphis borealis","DL.52193.1457.d5.1",0
"Lissodelphis borealis","DL.52193.1460.d1.1",0
"Lissodelphis borealis","DL.52193.1470.d1.1",0
"Lissodelphis borealis","DL.52193.1472.d1.1",0
"Lissodelphis borealis","DL.52193.1472.d5.1",0
"Lissodelphis borealis","DL.52193.1482.d1.1",0
"Lissodelphis borealis","DL.52193.1485.d5.1",0
"Lissodelphis borealis","DL.52193.1495.d1.1",0
"Lissodelphis borealis","DL.52193.1510.d5.1",0
"Lissodelphis borealis","DL.52193.1517.d1.1",0
"Lissodelphis borealis","DL.52193.1519.d5.1",0
"Lissodelphis borealis","DL.52193.1525.d1.1",0
"Lissodelphis borealis","DL.52193.1528.d5.1",0
"Lissodelphis borealis","DL.52193.1530.d1.1",0
"Lissodelphis borealis","DL.52193.1542.d1.1",0
"Lissodelphis borealis","DL.52193.1542.d5.1",0
"Lissodelphis borealis","DL.52193.1547.d1.1",0
"Lissodelphis borealis","DL.52193.1561.d5.1",2721
"Lissodelphis borealis","DL.52193.1571.d1.1",0
"Lissodelphis borealis","DL.52193.1583.d1.1",0
"Lissodelphis borealis","DL.52193.1585.d1.1",0
"Lissodelphis borealis","DL.52193.1595.d1.1",0
"Lissodelphis borealis","DL.52193.1598.d1.1",0
"Lissodelphis borealis","DL.52193.1607.d1.1",0
"Lissodelphis borealis","DL.52193.1611.d1.1",0
"Lissodelphis borealis","DL.52193.1621.d1.1",0
"Lissodelphis borealis","DL.52193.1633.d1.1",0
"Lissodelphis borealis","DL.52193.1647.d1.1",0
"Lissodelphis borealis","DL.52193.1653.d1.1",0
"Lissodelphis borealis","DL.52193.1662.d5.1",0
"Lissodelphis borealis","DL.52193.1664.d1.1",0
"Lissodelphis borealis","DL.52193.1678.d1.1",14913
"Lissodelphis borealis","DL.52193.1680.d1.1",0
"Lissodelphis borealis","DL.52193.1690.d1.1",0
"Lissodelphis borealis","DL.52193.1694.d1.1",0
"Lissodelphis borealis","DL.52193.1704.d1.1",0
"Lissodelphis borealis","DL.52193.1716.d1.1",0
"Lissodelphis borealis","DL.52193.1721.d1.1",0
"Lissodelphis borealis","DL.52193.1733.d1.1",0
"Lissodelphis borealis","DL.52193.1746.d1.1",0
"Lissodelphis borealis","DL.52193.1755.d1.1",0
"Lissodelphis borealis","DL.52193.1757.d1.1",0
"Lissodelphis borealis","DL.52193.1767.d1.1",0
"Lissodelphis borealis","DL.52193.1769.d1.1",0
"Lissodelphis borealis","DL.52193.1779.d1.1",0
"Lissodelphis borealis","DL.52193.1782.d1.1",0
"Lissodelphis borealis","DL.52193.1792.d1.1",0
"Lissodelphis borealis","DL.52193.1794.d1.1",0
"Lissodelphis borealis","DL.52193.1804.d1.1",0
"Lissodelphis borealis","DL.52193.1806.d1.1",0
"Lissodelphis borealis","DL.52193.1816.d1.1",621
"Lissodelphis borealis","DL.52193.1828.d5.1",0
"Lissodelphis borealis","DL.52193.1834.d1.1",0
"Lissodelphis borealis","DL.52193.1840.d1.1",0
"Lissodelphis borealis","DL.52193.1843.d1.1",0
"Lissodelphis borealis","DL.52193.1843.d5.1",0
"Lissodelphis borealis","DL.52193.1853.d1.1",0
"Lissodelphis borealis","DL.52193.1867.d1.1",0
"Lissodelphis borealis","DL.52193.1867.d5.1",0
"Lissodelphis borealis","DL.52193.1877.d1.1",0
"Lissodelphis borealis","DL.52193.1879.d5.1",0
"Lissodelphis borealis","DL.52193.1887.d1.1",0
"Lissodelphis borealis","DL.52193.1892.d1.1",0
"Lissodelphis borealis","DL.52193.1898.d1.1",0
"Lissodelphis borealis","DL.52193.1904.d1.1",0
"Lissodelphis borealis","DL.positive.control.d1.1",0
"Lissodelphis borealis","DL.52193.1403.d5.2",0
"Lissodelphis borealis","DL.52193.1409.d1.2",0
"Lissodelphis borealis","DL.52193.1423.d1.2",0
"Lissodelphis borealis","DL.52193.1436.d1.2",0
"Lissodelphis borealis","DL.52193.1445.d1.2",0
"Lissodelphis borealis","DL.52193.1447.d5.2",0
"Lissodelphis borealis","DL.52193.1457.d5.2",0
"Lissodelphis borealis","DL.52193.1470.d1.2",0
"Lissodelphis borealis","DL.52193.1472.d5.2",0
"Lissodelphis borealis","DL.52193.1482.d1.2",0
"Lissodelphis borealis","DL.52193.1485.d5.2",0
"Lissodelphis borealis","DL.52193.1495.d1.2",0
"Lissodelphis borealis","DL.52193.1517.d1.2",0
"Lissodelphis borealis","DL.52193.1519.d5.2",0
"Lissodelphis borealis","DL.52193.1525.d1.2",0
"Lissodelphis borealis","DL.52193.1528.d5.2",0
"Lissodelphis borealis","DL.52193.1542.d5.2",0
"Lissodelphis borealis","DL.52193.1547.d1.2",0
"Lissodelphis borealis","DL.52193.1561.d5.2",0
"Lissodelphis borealis","DL.52193.1571.d1.2",0
"Lissodelphis borealis","DL.52193.1583.d1.2",0
"Lissodelphis borealis","DL.52193.1585.d1.2",0
"Lissodelphis borealis","DL.52193.1595.d1.2",0
"Lissodelphis borealis","DL.52193.1598.d1.2",0
"Lissodelphis borealis","DL.52193.1607.d1.2",0
"Lissodelphis borealis","DL.52193.1621.d1.2",0
"Lissodelphis borealis","DL.52193.1633.d1.2",0
"Lissodelphis borealis","DL.52193.1647.d1.2",0
"Lissodelphis borealis","DL.52193.1653.d1.2",0
"Lissodelphis borealis","DL.52193.1662.d5.2",0
"Lissodelphis borealis","DL.52193.1664.d1.2",0
"Lissodelphis borealis","DL.52193.1690.d1.2",0
"Lissodelphis borealis","DL.52193.1704.d1.2",0
"Lissodelphis borealis","DL.52193.1716.d1.2",0
"Lissodelphis borealis","DL.52193.1721.d1.2",0
"Lissodelphis borealis","DL.52193.1733.d1.2",0
"Lissodelphis borealis","DL.52193.1755.d1.2",0
"Lissodelphis borealis","DL.52193.1757.d1.2",0
"Lissodelphis borealis","DL.52193.1767.d1.2",0
"Lissodelphis borealis","DL.52193.1769.d1.2",0
"Lissodelphis borealis","DL.52193.1779.d1.2",0
"Lissodelphis borealis","DL.52193.1782.d1.2",0
"Lissodelphis borealis","DL.52193.1792.d1.2",0
"Lissodelphis borealis","DL.52193.1794.d1.2",0
"Lissodelphis borealis","DL.52193.1804.d1.2",0
"Lissodelphis borealis","DL.52193.1806.d1.2",0
"Lissodelphis borealis","DL.52193.1816.d1.2",0
"Lissodelphis borealis","DL.52193.1834.d1.2",0
"Lissodelphis borealis","DL.52193.1840.d1.2",0
"Lissodelphis borealis","DL.52193.1843.d1.2",0
"Lissodelphis borealis","DL.52193.1843.d5.2",0
"Lissodelphis borealis","DL.52193.1867.d1.2",0
"Lissodelphis borealis","DL.52193.1867.d5.2",0
"Lissodelphis borealis","DL.52193.1879.d1.2",0
"Lissodelphis borealis","DL.52193.1879.d5.2",0
"Lissodelphis borealis","DL.52193.1887.d1.2",0
"Lissodelphis borealis","DL.52193.1892.d1.2",0
"Lissodelphis borealis","DL.52193.1898.d1.2",0
"Lissodelphis borealis","DL.52193.1904.d1.2",0
"Lissodelphis borealis","DL.positive.control.d1.2",0
"Lissodelphis borealis","DL.52193.1403.d5.3",0
"Lissodelphis borealis","DL.52193.1409.d1.3",0
"Lissodelphis borealis","DL.52193.1423.d1.3",0
"Lissodelphis borealis","DL.52193.1436.d1.3",0
"Lissodelphis borealis","DL.52193.1445.d1.3",0
"Lissodelphis borealis","DL.52193.1447.d5.3",0
"Lissodelphis borealis","DL.52193.1457.d5.3",0
"Lissodelphis borealis","DL.52193.1470.d1.3",0
"Lissodelphis borealis","DL.52193.1472.d5.3",0
"Lissodelphis borealis","DL.52193.1482.d1.3",0
"Lissodelphis borealis","DL.52193.1485.d5.3",0
"Lissodelphis borealis","DL.52193.1495.d1.3",0
"Lissodelphis borealis","DL.52193.1510.d5.3",0
"Lissodelphis borealis","DL.52193.1517.d1.3",0
"Lissodelphis borealis","DL.52193.1519.d5.3",0
"Lissodelphis borealis","DL.52193.1525.d1.3",0
"Lissodelphis borealis","DL.52193.1525.d1.4",0
"Lissodelphis borealis","DL.52193.1525.d1.5",0
"Lissodelphis borealis","DL.52193.1528.d5.3",0
"Lissodelphis borealis","DL.52193.1530.d1.3",0
"Lissodelphis borealis","DL.52193.1542.d1.3",0
"Lissodelphis borealis","DL.52193.1542.d5.3",0
"Lissodelphis borealis","DL.52193.1547.d1.3",0
"Lissodelphis borealis","DL.52193.1561.d5.3",0
"Lissodelphis borealis","DL.52193.1571.d1.3",0
"Lissodelphis borealis","DL.52193.1583.d1.3",0
"Lissodelphis borealis","DL.52193.1585.d1.3",667
"Lissodelphis borealis","DL.52193.1595.d1.3",0
"Lissodelphis borealis","DL.52193.1598.d1.3",0
"Lissodelphis borealis","DL.52193.1607.d1.3",0
"Lissodelphis borealis","DL.52193.1611.d1.3",0
"Lissodelphis borealis","DL.52193.1621.d1.3",0
"Lissodelphis borealis","DL.52193.1633.d1.3",0
"Lissodelphis borealis","DL.52193.1647.d1.3",0
"Lissodelphis borealis","DL.52193.1653.d1.3",0
"Lissodelphis borealis","DL.52193.1664.d1.3",0
"Lissodelphis borealis","DL.52193.1678.d1.3",0
"Lissodelphis borealis","DL.52193.1680.d1.3",0
"Lissodelphis borealis","DL.52193.1690.d1.3",0
"Lissodelphis borealis","DL.52193.1694.d1.3",0
"Lissodelphis borealis","DL.52193.1704.d1.3",0
"Lissodelphis borealis","DL.52193.1716.d1.3",0
"Lissodelphis borealis","DL.52193.1733.d1.3",0
"Lissodelphis borealis","DL.52193.1733.d1.4",0
"Lissodelphis borealis","DL.52193.1733.d1.5",0
"Lissodelphis borealis","DL.52193.1746.d1.3",0
"Lissodelphis borealis","DL.52193.1755.d1.3",0
"Lissodelphis borealis","DL.52193.1767.d1.3",0
"Lissodelphis borealis","DL.52193.1769.d1.3",0
"Lissodelphis borealis","DL.52193.1779.d1.3",0
"Lissodelphis borealis","DL.52193.1782.d1.3",0
"Lissodelphis borealis","DL.52193.1792.d1.3",0
"Lissodelphis borealis","DL.52193.1794.d1.3",0
"Lissodelphis borealis","DL.52193.1804.d1.3",0
"Lissodelphis borealis","DL.52193.1806.d1.3",0
"Lissodelphis borealis","DL.52193.1816.d1.3",0
"Lissodelphis borealis","DL.52193.1816.d1.4",162
"Lissodelphis borealis","DL.52193.1816.d1.5",0
"Lissodelphis borealis","DL.52193.1828.d5.3",0
"Lissodelphis borealis","DL.52193.1834.d1.3",0
"Lissodelphis borealis","DL.52193.1840.d1.3",0
"Lissodelphis borealis","DL.52193.1843.d1.3",0
"Lissodelphis borealis","DL.52193.1843.d5.3",0
"Lissodelphis borealis","DL.52193.1853.d1.3",0
"Lissodelphis borealis","DL.52193.1867.d1.3",0
"Lissodelphis borealis","DL.52193.1867.d5.3",0
"Lissodelphis borealis","DL.52193.1877.d1.3",0
"Lissodelphis borealis","DL.52193.1879.d1.3",0
"Lissodelphis borealis","DL.52193.1879.d5.3",0
"Lissodelphis borealis","DL.52193.1887.d1.3",0
"Lissodelphis borealis","DL.52193.1892.d1.3",0
"Lissodelphis borealis","DL.52193.1898.d1.3",0
"Lissodelphis borealis","DL.52193.1904.d1.3",0
"Lissodelphis borealis","DL.52193.1904.d1.4",0
"Lissodelphis borealis","DL.52193.1904.d1.5",0
"Lissodelphis borealis","DL.positive.control.d1.3",0
"Megaptera novaeangliae","DL.52193.1395.d5.1",0
"Megaptera novaeangliae","DL.52193.1403.d5.1",0
"Megaptera novaeangliae","DL.52193.1409.d1.1",0
"Megaptera novaeangliae","DL.52193.1423.d1.1",0
"Megaptera novaeangliae","DL.52193.1433.d1.1",0
"Megaptera novaeangliae","DL.52193.1436.d1.1",0
"Megaptera novaeangliae","DL.52193.1445.d1.1",0
"Megaptera novaeangliae","DL.52193.1447.d5.1",0
"Megaptera novaeangliae","DL.52193.1457.d5.1",0
"Megaptera novaeangliae","DL.52193.1460.d1.1",0
"Megaptera novaeangliae","DL.52193.1470.d1.1",0
"Megaptera novaeangliae","DL.52193.1472.d1.1",0
"Megaptera novaeangliae","DL.52193.1472.d5.1",0
"Megaptera novaeangliae","DL.52193.1482.d1.1",0
"Megaptera novaeangliae","DL.52193.1485.d5.1",0
"Megaptera novaeangliae","DL.52193.1495.d1.1",0
"Megaptera novaeangliae","DL.52193.1510.d5.1",0
"Megaptera novaeangliae","DL.52193.1517.d1.1",0
"Megaptera novaeangliae","DL.52193.1519.d5.1",0
"Megaptera novaeangliae","DL.52193.1525.d1.1",500
"Megaptera novaeangliae","DL.52193.1528.d5.1",291
"Megaptera novaeangliae","DL.52193.1530.d1.1",0
"Megaptera novaeangliae","DL.52193.1542.d1.1",0
"Megaptera novaeangliae","DL.52193.1542.d5.1",3444
"Megaptera novaeangliae","DL.52193.1547.d1.1",0
"Megaptera novaeangliae","DL.52193.1561.d5.1",0
"Megaptera novaeangliae","DL.52193.1571.d1.1",122
"Megaptera novaeangliae","DL.52193.1583.d1.1",0
"Megaptera novaeangliae","DL.52193.1585.d1.1",0
"Megaptera novaeangliae","DL.52193.1595.d1.1",0
"Megaptera novaeangliae","DL.52193.1598.d1.1",0
"Megaptera novaeangliae","DL.52193.1607.d1.1",0
"Megaptera novaeangliae","DL.52193.1611.d1.1",0
"Megaptera novaeangliae","DL.52193.1621.d1.1",0
"Megaptera novaeangliae","DL.52193.1633.d1.1",0
"Megaptera novaeangliae","DL.52193.1647.d1.1",0
"Megaptera novaeangliae","DL.52193.1653.d1.1",0
"Megaptera novaeangliae","DL.52193.1662.d5.1",0
"Megaptera novaeangliae","DL.52193.1664.d1.1",0
"Megaptera novaeangliae","DL.52193.1678.d1.1",0
"Megaptera novaeangliae","DL.52193.1680.d1.1",0
"Megaptera novaeangliae","DL.52193.1690.d1.1",0
"Megaptera novaeangliae","DL.52193.1694.d1.1",0
"Megaptera novaeangliae","DL.52193.1704.d1.1",0
"Megaptera novaeangliae","DL.52193.1716.d1.1",0
"Megaptera novaeangliae","DL.52193.1721.d1.1",0
"Megaptera novaeangliae","DL.52193.1733.d1.1",151
"Megaptera novaeangliae","DL.52193.1746.d1.1",0
"Megaptera novaeangliae","DL.52193.1755.d1.1",0
"Megaptera novaeangliae","DL.52193.1757.d1.1",0
"Megaptera novaeangliae","DL.52193.1767.d1.1",0
"Megaptera novaeangliae","DL.52193.1769.d1.1",0
"Megaptera novaeangliae","DL.52193.1779.d1.1",0
"Megaptera novaeangliae","DL.52193.1782.d1.1",0
"Megaptera novaeangliae","DL.52193.1792.d1.1",0
"Megaptera novaeangliae","DL.52193.1794.d1.1",0
"Megaptera novaeangliae","DL.52193.1804.d1.1",0
"Megaptera novaeangliae","DL.52193.1806.d1.1",0
"Megaptera novaeangliae","DL.52193.1816.d1.1",0
"Megaptera novaeangliae","DL.52193.1828.d5.1",0
"Megaptera novaeangliae","DL.52193.1834.d1.1",0
"Megaptera novaeangliae","DL.52193.1840.d1.1",1610
"Megaptera novaeangliae","DL.52193.1843.d1.1",0
"Megaptera novaeangliae","DL.52193.1843.d5.1",0
"Megaptera novaeangliae","DL.52193.1853.d1.1",0
"Megaptera novaeangliae","DL.52193.1867.d1.1",0
"Megaptera novaeangliae","DL.52193.1867.d5.1",0
"Megaptera novaeangliae","DL.52193.1877.d1.1",0
"Megaptera novaeangliae","DL.52193.1879.d5.1",0
"Megaptera novaeangliae","DL.52193.1887.d1.1",0
"Megaptera novaeangliae","DL.52193.1892.d1.1",0
"Megaptera novaeangliae","DL.52193.1898.d1.1",0
"Megaptera novaeangliae","DL.52193.1904.d1.1",1383
"Megaptera novaeangliae","DL.positive.control.d1.1",0
"Megaptera novaeangliae","DL.52193.1403.d5.2",0
"Megaptera novaeangliae","DL.52193.1409.d1.2",0
"Megaptera novaeangliae","DL.52193.1423.d1.2",0
"Megaptera novaeangliae","DL.52193.1436.d1.2",0
"Megaptera novaeangliae","DL.52193.1445.d1.2",0
"Megaptera novaeangliae","DL.52193.1447.d5.2",0
"Megaptera novaeangliae","DL.52193.1457.d5.2",0
"Megaptera novaeangliae","DL.52193.1470.d1.2",0
"Megaptera novaeangliae","DL.52193.1472.d5.2",0
"Megaptera novaeangliae","DL.52193.1482.d1.2",0
"Megaptera novaeangliae","DL.52193.1485.d5.2",0
"Megaptera novaeangliae","DL.52193.1495.d1.2",0
"Megaptera novaeangliae","DL.52193.1517.d1.2",0
"Megaptera novaeangliae","DL.52193.1519.d5.2",67
"Megaptera novaeangliae","DL.52193.1525.d1.2",930
"Megaptera novaeangliae","DL.52193.1528.d5.2",0
"Megaptera novaeangliae","DL.52193.1542.d5.2",35
"Megaptera novaeangliae","DL.52193.1547.d1.2",0
"Megaptera novaeangliae","DL.52193.1561.d5.2",0
"Megaptera novaeangliae","DL.52193.1571.d1.2",0
"Megaptera novaeangliae","DL.52193.1583.d1.2",0
"Megaptera novaeangliae","DL.52193.1585.d1.2",0
"Megaptera novaeangliae","DL.52193.1595.d1.2",0
"Megaptera novaeangliae","DL.52193.1598.d1.2",0
"Megaptera novaeangliae","DL.52193.1607.d1.2",0
"Megaptera novaeangliae","DL.52193.1621.d1.2",0
"Megaptera novaeangliae","DL.52193.1633.d1.2",0
"Megaptera novaeangliae","DL.52193.1647.d1.2",0
"Megaptera novaeangliae","DL.52193.1653.d1.2",0
"Megaptera novaeangliae","DL.52193.1662.d5.2",0
"Megaptera novaeangliae","DL.52193.1664.d1.2",0
"Megaptera novaeangliae","DL.52193.1690.d1.2",0
"Megaptera novaeangliae","DL.52193.1704.d1.2",0
"Megaptera novaeangliae","DL.52193.1716.d1.2",0
"Megaptera novaeangliae","DL.52193.1721.d1.2",0
"Megaptera novaeangliae","DL.52193.1733.d1.2",0
"Megaptera novaeangliae","DL.52193.1755.d1.2",0
"Megaptera novaeangliae","DL.52193.1757.d1.2",0
"Megaptera novaeangliae","DL.52193.1767.d1.2",0
"Megaptera novaeangliae","DL.52193.1769.d1.2",0
"Megaptera novaeangliae","DL.52193.1779.d1.2",0
"Megaptera novaeangliae","DL.52193.1782.d1.2",0
"Megaptera novaeangliae","DL.52193.1792.d1.2",0
"Megaptera novaeangliae","DL.52193.1794.d1.2",0
"Megaptera novaeangliae","DL.52193.1804.d1.2",0
"Megaptera novaeangliae","DL.52193.1806.d1.2",0
"Megaptera novaeangliae","DL.52193.1816.d1.2",0
"Megaptera novaeangliae","DL.52193.1834.d1.2",0
"Megaptera novaeangliae","DL.52193.1840.d1.2",491
"Megaptera novaeangliae","DL.52193.1843.d1.2",0
"Megaptera novaeangliae","DL.52193.1843.d5.2",0
"Megaptera novaeangliae","DL.52193.1867.d1.2",0
"Megaptera novaeangliae","DL.52193.1867.d5.2",0
"Megaptera novaeangliae","DL.52193.1879.d1.2",0
"Megaptera novaeangliae","DL.52193.1879.d5.2",0
"Megaptera novaeangliae","DL.52193.1887.d1.2",0
"Megaptera novaeangliae","DL.52193.1892.d1.2",0
"Megaptera novaeangliae","DL.52193.1898.d1.2",0
"Megaptera novaeangliae","DL.52193.1904.d1.2",0
"Megaptera novaeangliae","DL.positive.control.d1.2",0
"Megaptera novaeangliae","DL.52193.1403.d5.3",0
"Megaptera novaeangliae","DL.52193.1409.d1.3",0
"Megaptera novaeangliae","DL.52193.1423.d1.3",0
"Megaptera novaeangliae","DL.52193.1436.d1.3",0
"Megaptera novaeangliae","DL.52193.1445.d1.3",0
"Megaptera novaeangliae","DL.52193.1447.d5.3",0
"Megaptera novaeangliae","DL.52193.1457.d5.3",0
"Megaptera novaeangliae","DL.52193.1470.d1.3",0
"Megaptera novaeangliae","DL.52193.1472.d5.3",0
"Megaptera novaeangliae","DL.52193.1482.d1.3",0
