Sample_name,Label,Hash,nReads
MFU-52193-1157-1-d1_S78,MFU,0dd33962e6f1c8ac0ed0ff84552375f944947df6,12
MFU-52193-1385-1-d1_S74,MFU,8b0bab2dce90414bb5e2598627799e4fd76821cd,1536
MFU-52193-617-1-d1_S72,MFU,40086d6c582fa5a381d825cab509b3f241718d42,8
MFU-52193-1449-1-d1_S71,MFU,3490b373e082512d87b2b1b81d0fd216e234d9bf,8
MFU-52193-1231-1-d1_S82,MFU,409c52aca6eb6bb8aaf2e4c2b2bb540c8bb8f021,19
MFU-52193-1385-1-d1_S74,MFU,9102a37bfce349b779c63957c18aa09a8c1f7819,584
MFU-52193-991-1-d1_S8,MFU,3383331a592db574188ce1861fd70cd76126e353,127
MFU-52193-1385-1-d1_S74,MFU,3f419aa26998dca872108998907b583fbe34408c,205
MFU-52193-1385-1-d1_S74,MFU,b3e9bfb2ae408fb2aa0da3d3e13a9db4ba1beda7,3
MFU-52193-700-1-d1_S50,MFU,7146b44fcea9974e1fbc8f529faed7e6fd5e0312,6
MFU-52193-645-1-d1_S67,MFU,7146b44fcea9974e1fbc8f529faed7e6fd5e0312,188
MFU-52193-1869-1-d1_S69,MFU,4176693dd6da9da2a195e17f472395a9c9a5e410,851
MFU-52193-72-1-d1_S24,MFU,42cca877e8d5a161bcc4baff1d2cf533e2be62d3,1777
MFU-52193-1281-1-d1_S45,MFU,7a41048bc03817a6158de6b1439ef95f1fbd396f,1654
MFU-52193-700-1-d1_S50,MFU,9d81c2f16366321580b61c8ebfa59c01408cc800,219
MFU-52193-1861-1-d1_S15,MFU,32ff7385f92af6144595a48f75817fc1ca91f41e,434
MFU-52193-700-1-d1_S50,MFU,4b8ebe8d0682aa518a1a96d150741e6ded710b73,12633
MFU-52193-1115-1-d1_S84,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,2203
MFU-52193-1385-1-d1_S74,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,9447
MFU-52193-991-1-d1_S8,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,1434
MFU-52193-1044-1-d1_S77,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,2366
MFU-52193-506-1-d1_S49,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,13
MFU-52193-1024-1-d1_S36,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,113
MFU-52193-789-1-d1_S5,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,28881
MFU-52193-1314-1-d5_S4,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,102114
MFU-52193-1811-1-d1_S54,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,17812
MFU-52193-910-1-d5_S51,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,2
MFU-52193-1735-1-d5_S47,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,1411
MFU-52193-124-1-d1_S55,MFU,56b85a262e73a6e60ef0c6d33c4d23a70da33cc0,1635
MFU-52193-847-1-d1_S37,MFU,56b85a262e73a6e60ef0c6d33c4d23a70da33cc0,158
MFU-52193-1024-1-d1_S36,MFU,56b85a262e73a6e60ef0c6d33c4d23a70da33cc0,234
