Sample_name,Label,Hash,nReads
MFU-52193-1445-d1_S200,MFU,ac09fcb91abf36143042bcf94d22c7768e985f01,22
MFU-52193-1767-d1_S259,MFU,988dfda85839e4cd8a9fba75159d5e0fd54f5388,2
MFU-52193-1716-d1_S251,MFU,4367f1cf165eddd3bb5d2561a82f729c15ab3e5e,248
MFU-52193-1633-d1_S236,MFU,97623c623aecee5e279d3826107cb4289b402b75,13
MFU-52193-1834-d1_S270,MFU,ec1563b2966b23b9495e8fc516594b0f90276172,10
MFU-52193-1690-d1_S247,MFU,6f91db7c7a50e720332a0fd6b2b67a5a832891a1,39
MFU-52193-1767-d1_S259,MFU,ab5b53fccec1624f985d3c8f3415317f8aa75773,5
MFU-52193-1755-d1_S257,MFU,c776ba060fc37d569a0ec2534d3bb1cadb5a6e6d,93
MFU-52193-1678-d1_S245,MFU,ce2ffac97cb886b445699097fee49e6188699252,3
MFU-52193-1804-d1_S265,MFU,8a99ee81d3fa9f75e60ec3b93b199221233eb8ab,388
MFU-52193-1816-d1_S267,MFU,8cf99dd0f69658ae19ec90274657d0c33d72ca30,2
MFU-52193-1690-d1_S247,MFU,8cf99dd0f69658ae19ec90274657d0c33d72ca30,4
MFU-52193-1495-d1_S210,MFU,900d8feab9eca61610f6ebf697da99aa39b10661,3
MFU-52193-1690-d1_S247,MFU,e2c6dadd66d6f2118d70bd02947ef35c42b9fb96,8
MFU-52193-1755-d1_S257,MFU,3cc2e564b20e8b6c346725e08c257782719dfd1b,7
MFU-52193-1447-d5_S201,MFU,6645558d458f4c9efe0e92a5b1e02bec8123270e,33
MFU-52193-1834-d1_S270,MFU,d2d2fb03af73734928baeb8cd2e777f6d53b7dd9,17
MFU-52193-1794-d1_S264,MFU,968878ca38faf8b8223c75cc21ebe62e0609311a,301
MFU-52193-1678-d1_S245,MFU,abd5a560f53dd4027773ce9f33e10b1b43f3228c,18
MFU-52193-1470-d1_S204,MFU,3f419aa26998dca872108998907b583fbe34408c,4
MFU-52193-1887-d1_S282,MFU,3f419aa26998dca872108998907b583fbe34408c,40
MFU-52193-1519-d5_S214,MFU,2076b2e2cd8148493596ffd216a60d75fc15c193,8
MFU-52193-1755-d1_S257,MFU,f0f0ec89e66d1e0f91919fa28cb60ccbc5718845,296
MFU-52193-1585-d1_S229,MFU,b0440d232e55fed6be552947b36b2a6d8045b468,43
MFU-52193-1525-d1_S215,MFU,7146b44fcea9974e1fbc8f529faed7e6fd5e0312,4
MFU-positive-control-d1_S287,MFU,44788d7e28fa3d930d177785be4b0d41d52862db,10
MFU-52193-1867-d1_S277,MFU,0b7a1498c21e94a84949c60c0b68cd4b2402e4ae,3
MFU-52193-1853-d1_S276,MFU,0b7a1498c21e94a84949c60c0b68cd4b2402e4ae,18
MFU-52193-1843-d5_S275,MFU,0b7a1498c21e94a84949c60c0b68cd4b2402e4ae,831
MFU-52193-1525-d1_S215,MFU,5d8982317960a2808a7079bed9c48153c37ae8a8,286
MFU-52193-1816-d1_S267,MFU,5d8982317960a2808a7079bed9c48153c37ae8a8,654
MFU-52193-1840-d1_S273,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,418
MFU-52193-1409-d1_S196,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,616
MFU-52193-1472-d5_S206,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,457
MFU-52193-1816-d1_S267,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,4071
MFU-52193-1804-d1_S265,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,791
MFU-52193-1403-d5_S195,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,55
MFU-52193-1704-d1_S249,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,1443
MFU-52193-1470-d1_S204,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,465
MFU-52193-1525-d1_S215,MFU,57b8e6bb272d3b455e6af9bc845eab53580d2b01,1385
MFU-52193-1879-d1_S280,MFU,191a0612d8ddff9212ba6e5f412063f5e10aa0ed,895
MFU-52193-1423-d1_S197,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,190
MFU-52193-1782-d1_S262,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,6203
MFU-52193-1403-d5_S195,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,1478
MFU-52193-1794-d1_S264,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,7391
MFU-52193-1436-d1_S199,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,37
MFU-52193-1806-d1_S266,MFU,44c27c5237d762fe66c694cedaba167b3d605c0f,4487
